P-of-T,SUBJ,NUMB,SECT,CRN,TITLE,NOTES,HRS,ENRLD,MAXENRL,TIMES,DAYS,LOCATION,INSTRUCTOR,CAMPUS
EC2,ENGL,1101,51G,26020,COMPOSITION I,- No-cost:$0 required txtbk cost,3,1,2,,,,,E-Core
EC2,ENGL,1102,51G,26730,COMPOSITION II,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
EC2,ENGL,1102,53G,27461,COMPOSITION II,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
EC2,ENGL,1102,54G,27432,COMPOSITION II,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
EC2,ENGL,1102,55G,27991,COMPOSITION II,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
EC2,ENGL,2111,50G,27934,WORLD LITERATURE I,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
EC2,ENGL,2111,51G,26735,WORLD LITERATURE,- No-cost:$0 required txtbk cost,3,3,3,,,,,E-Core
EC2,ENGL,2111,52G,27935,WORLD LITERATURE I,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
EC2,ENGL,2111,53G,27187,WORLD LITERATURE i,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
EC2,ENGL,2112,50G,27936,WORLD LITERATURE II,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
EC2,ENGL,2112,51G,27011,WORLD LITERATURE II,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
EC2,ENGL,2131,51G,27670,AMERICAN LITERATURE I,- No-cost:$0 required txtbk cost,3,0,1,,,,,E-Core
EC2,ENGL,2131,52G,27764,A SURV AMER LITERTURE I,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
EC2,ENGL,2132,50G,27020,AMERICAN LITERATURE II,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
EC2,ENVS,2202,50G,27434,ENVIRONMENTAL SCIENCE,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
EC2,ENVS,2202,51G,26740,ENVIRONMENTAL SCIENCE,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
EC2,ETEC,1101,50G,27351,ELECTRONIC TECH EDUC ENV,- No-cost:$0 required txtbk cost,2,0,1,,,,,E-Core
EC2,HIST,1111,51G,26745,WORLD HISTORY I,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
EC2,HIST,1111,53G,27022,WORLD HISTORY I,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
EC2,HIST,1112,51G,27443,WORLD HISTORY II,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
EC2,HIST,1112,52G,27700,WORLD HISTORY II,- No-cost:$0 required txtbk cost,3,1,1,,,,,E-Core
EC2,HIST,2111,51G,26747,U.S. HISTORY I,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
EC2,HIST,2111,53G,27024,U.S. HISTORY I,- No-cost:$0 required txtbk cost,3,1,1,,,,,E-Core
EC2,HIST,2111,54G,27533,US HISTORY I,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
EC2,HIST,2111,55G,27968,U.S. HISTORY I,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
EC2,MATH,1101,51G,27508,MATHEMATICAL MODELING,- No-cost:$0 required txtbk cost,3,2,3,,,,,E-Core
EC2,MATH,1111,51G,26656,COLLEGE ALGEBRA,- No-cost:$0 required txtbk cost,3,0,1,,,,,E-Core
EC2,MATH,1113,51G,26335,PRECALCULUS,- Hope & Zell Miller STEM Course,4,0,1,,,,,E-Core
,,,,,,- No-cost:$0 required txtbk cost,,,,,,,,
EC2,MATH,1401,51G,26753,INTRO TO STATISTICS,- Hope & Zell Miller STEM Course,3,0,1,,,,,E-Core
,,,,,,- No-cost:$0 required txtbk cost,,,,,,,,
EC2,MATH,1501,51G,27507,CALCULUS I,- Hope & Zell Miller STEM Course,4,0,1,,,,,E-Core
,,,,,,- No-cost:$0 required txtbk cost,,,,,,,,
EC2,MUSC,1100,50G,27659,MUSIC APPRECIATION,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
EC2,MUSC,1100,51G,27639,MUSIC APPRECIATION,- No-cost:$0 required txtbk cost,3,1,2,,,,,E-Core
EC2,PHIL,2010,51G,26758,INTRO TO PHILOSOPHY,- No-cost:$0 required txtbk cost,3,0,1,,,,,E-Core
EC2,PHIL,2010,52G,27919,INTRO TO PHILOSOPHY,- No-cost:$0 required txtbk cost,3,1,1,,,,,E-Core
EC2,PHIL,2010,53G,27977,INTRO TO PHILOSOPHY,,3,0,0,,,,,E-Core
EC2,POLS,1101,51G,26658,AMERICAN GOVERNMENT,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
EC2,POLS,1101,53G,27071,AMERICAN GOVERNMENT,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
EC2,POLS,1101,54G,27208,AMERICAN GOVERNMENT,- No-cost:$0 required txtbk cost,3,1,1,,,,,E-Core
EC2,POLS,1101,55G,27979,AMERICAN GOVERNMENT,- No-cost:$0 required txtbk cost,3,1,1,,,,,E-Core
EC2,PSYC,1101,51G,26611,GENERAL PSYCHOLOGY,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
EC2,PSYC,1101,52G,27505,GENERAL PSYCHOLOGY,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
EC2,SOCI,1101,51G,26764,INTRODUCTION TO SOCIOLOGY,- No-cost:$0 required txtbk cost,3,1,1,,,,,E-Core
EC2,SOCI,1101,52G,26765,INTRODUCTION TO SOCIOLOGY,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
EC2,SPAN,2001,51G,26094,INTERMEDIATE SPANISH I,- No-cost:$0 required txtbk cost,3,2,2,,,,,E-Core
,,,,,,,,,,,,,,
Fall 2018 (201808),,,,,,,,,,,,,,
E-CORE Minimester II,,,,,,,,,,,,,,
"Starts: October 08, 2018 --- Ends: November 30, 2018",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
EC3,ARTS,1100,81G,27653,ART APPRECIATION,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
EC3,ARTS,1100,82G,27772,ART APPRECIATION,- No-cost:$0 required txtbk cost,3,1,1,,,,,E-Core
EC3,ARTS,1100,83G,28055,ART APPRECIATION,- No-cost:$0 required txtbk cost,3,1,1,,,,,E-Core
EC3,COMM,1100,80G,27517,HUMAN COMMUNICATIONS,- No-cost:$0 required txtbk cost,3,1,1,,,,,E-Core
EC3,COMM,1100,81G,26700,HUMAN COMMUNICATIONS,- No-cost:$0 required txtbk cost,3,1,1,,,,,E-Core
EC3,COMM,1100,83G,27773,HUMAN COMMUNICATIONS,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
EC3,COMM,1100,84G,28026,HUMAN COMMUNICATIONS,- No-cost:$0 required txtbk cost,3,1,1,,,,,E-Core
EC3,COMM,1100,85G,28027,HUMAN COMMUNICATIONS,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
EC3,COMM,1100,86G,28028,HUMAN COMMUNICATIONS,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
EC3,ENGL,1101,81G,26330,COMPOSITION I,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
EC3,ENGL,1101,82G,27774,COMPOSITION I,- No-cost:$0 required txtbk cost,3,1,1,,,,,E-Core
EC3,ENGL,1101,83G,27775,COMPOSITION I,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
EC3,ENGL,1101,84G,27518,COMPOSITION I,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
EC3,ENGL,1101,85G,28029,COMPOSITION I,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
EC3,ENGL,1101,86G,28043,COMPOSITION I,- No-cost:$0 required txtbk cost,3,1,1,,,,,E-Core
EC3,ENGL,1102,81G,26953,COMPOSITION II,- No-cost:$0 required txtbk cost,3,1,1,,,,,E-Core
EC3,ENGL,1102,83G,26731,COMPOSITION II,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
EC3,ENGL,1102,85G,27259,COMPOSITION II,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
EC3,ENGL,1102,86G,27519,COMPOSITION II,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
EC3,ENGL,1102,87G,28030,COMPOSITION II,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
EC3,ENGL,1102,88G,28031,COMPOSITION II,- No-cost:$0 required txtbk cost,3,1,1,,,,,E-Core
EC3,ENGL,1102,89G,28041,COMPOSITION II,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
EC3,ENGL,1102,90G,28054,COMPOSITION II,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
EC3,ENGL,2111,81G,26736,WORLD LITERATURE I,- No-cost:$0 required txtbk cost,3,2,2,,,,,E-Core
EC3,ENGL,2111,83G,27188,WORLD LITERATURE i,- No-cost:$0 required txtbk cost,3,2,2,,,,,E-Core
EC3,ENGL,2111,84G,27442,WORLD LITERATURE,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
EC3,ENGL,2111,85G,28044,WORLD LITERATURE,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
EC3,ENGL,2112,80G,28032,WORLD LITERATURE II,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
EC3,ENGL,2112,81G,26956,WORLD LITERATURE II,- No-cost:$0 required txtbk cost,3,1,1,,,,,E-Core
EC3,ENGL,2131,81G,26957,AMERICAN LITERATURE I,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
EC3,ENGL,2131,82G,28033,AMERICAN LITERTURE I,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
EC3,ENGL,2131,83G,28051,AMERICAN LITERATURE I,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
EC3,ENGL,2132,80G,27263,SURVEY AMER LITERATURE II,- No-cost:$0 required txtbk cost,3,1,1,,,,,E-Core
EC3,ENGL,2132,81G,28034,AMERICAN LITERATURE II,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
EC3,ENGL,2132,82G,28052,AMERICAN LITERATURE II,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
EC3,ENVS,2202,80G,27540,ENVIRONMENTAL SCIENCE,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
EC3,ENVS,2202,81G,26741,ENVIRONMENTAL SCIENCE,- No-cost:$0 required txtbk cost,3,0,1,,,,,E-Core
EC3,ENVS,2202,82G,27522,ENVIRONMENTAL SCIENCE,- No-cost:$0 required txtbk cost,3,0,1,,,,,E-Core
EC3,ENVS,2202,83G,28035,ENVIRONMENTAL SCIENCE,- No-cost:$0 required txtbk cost,3,1,1,,,,,E-Core
EC3,ETEC,1101,80G,26027,ELECTRONIC TECH EDUC ENV,- No-cost:$0 required txtbk cost,2,1,2,,,,,E-Core
EC3,HIST,1111,81G,26655,WORLD HISTORY I,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
EC3,HIST,1111,83G,27023,WORLD HISTORY I,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
EC3,HIST,1111,84G,27247,WORLD HISTORY I,,3,0,0,,,,,E-Core
EC3,HIST,1111,85G,27765,WORLD HISTORY I,- No-cost:$0 required txtbk cost,3,1,1,,,,,E-Core
EC3,HIST,1112,81G,27444,WORLD HISTORY II,- No-cost:$0 required txtbk cost,3,1,1,,,,,E-Core
EC3,HIST,1112,82G,27766,WORLD HISTORY I I,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
EC3,HIST,1112,83G,27767,WORLD HISTORY I I,- No-cost:$0 required txtbk cost,3,1,1,,,,,E-Core
EC3,HIST,1112,84G,27524,WORLD HISTORY II,- No-cost:$0 required txtbk cost,3,1,1,,,,,E-Core
EC3,HIST,1112,85G,28036,WORLD HISTORY II,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
EC3,HIST,2111,81G,26954,U.S. HISTORY I,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
EC3,HIST,2111,83G,26748,U.S. HISTORY I,- No-cost:$0 required txtbk cost,3,2,2,,,,,E-Core
EC3,HIST,2111,84G,27525,U.S. HISTORY I,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
EC3,HIST,2111,85G,27257,U.S. HISTORY I,- No-cost:$0 required txtbk cost,3,1,1,,,,,E-Core
EC3,HIST,2111,86G,28037,U.S. HISTORY I,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
EC3,HIST,2111,87G,28045,U.S. HISTORY I,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
EC3,HIST,2111,88G,28046,U. S. HISTORY I,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
EC3,MATH,1101,81G,26749,MATHEMATICAL MODELING,- No-cost:$0 required txtbk cost,3,2,2,,,,,E-Core
EC3,MATH,1111,81G,26750,COLLEGE ALGEBRA,- No-cost:$0 required txtbk cost,3,4,4,,,,,E-Core
EC3,MATH,1111,82G,27265,COLLEGE ALGEBRA,,3,0,0,,,,,E-Core
EC3,MATH,1111,83G,28047,COLLEGE ALGEBRA,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
EC3,MATH,1113,81G,26752,PRECALCULUS,- Hope & Zell Miller STEM Course,4,0,0,,,,,E-Core
,,,,,,- No-cost:$0 required txtbk cost,,,,,,,,
EC3,MATH,1113,82G,28038,PRECALCULUS,- Hope & Zell Miller STEM Course,4,1,1,,,,,E-Core
,,,,,,- No-cost:$0 required txtbk cost,,,,,,,,
EC3,MATH,1401,81G,26962,INTRO TO STATISTICS,- Hope & Zell Miller STEM Course,3,1,1,,,,,E-Core
,,,,,,- No-cost:$0 required txtbk cost,,,,,,,,
EC3,MATH,1401,82G,28039,INTRO TO STATISTICS,- Hope & Zell Miller STEM Course,3,0,0,,,,,E-Core
,,,,,,- No-cost:$0 required txtbk cost,,,,,,,,
EC3,MATH,1501,81G,26756,CALCULUS I,- Hope & Zell Miller STEM Course,4,0,1,,,,,E-Core
,,,,,,- No-cost:$0 required txtbk cost,,,,,,,,
EC3,MUSC,1100,81G,27640,MUSIC APPRECIATION,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
EC3,MUSC,1100,82G,27661,MUSIC APPRECIATION,- No-cost:$0 required txtbk cost,3,1,1,,,,,E-Core
EC3,MUSC,1100,83G,27762,MUSIC APPRECIATION,- No-cost:$0 required txtbk cost,3,1,1,,,,,E-Core
EC3,MUSC,1100,84G,28056,MUSIC APPRECIATION,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
EC3,PHIL,2010,81G,26759,INTRO TO PHILOSOPHY,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
EC3,PHIL,2010,82G,27768,INTRO TO PHILOSOPHY,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
EC3,PHIL,2010,83G,27539,INTRO TO PHILOSOPHY,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
EC3,PHIL,2010,84G,27248,INTRO TO PHILOSOPHY,- No-cost:$0 required txtbk cost,3,2,2,,,,,E-Core
EC3,POLS,1101,81G,26955,AMERICAN GOVERNMENT,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
EC3,POLS,1101,83G,26761,AMERICAN GOVERNMENT,- No-cost:$0 required txtbk cost,3,1,1,,,,,E-Core
EC3,POLS,1101,84G,27527,AMERICAN GOVERNMENT,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
EC3,POLS,1101,85G,27769,AMERICAN GOVERNMENT,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
EC3,POLS,1101,86G,27535,AMERICAN GOVERNMENT,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
EC3,POLS,1101,87G,28021,AMERICAN GOVERNMENT,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
EC3,POLS,1101,88G,28049,AMERICAN GOVERNMENT,- No-cost:$0 required txtbk cost,3,1,1,,,,,E-Core
EC3,PSYC,1101,81G,26612,GENERAL PSYCHOLOGY,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
EC3,PSYC,1101,83G,27262,GENERAL PSYCHOLOGY,- No-cost:$0 required txtbk cost,3,1,1,,,,,E-Core
EC3,PSYC,1101,84G,27439,GENERAL PSYCHOLOGY,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
EC3,PSYC,1101,85G,28042,GENERAL PSYCHOLOGY,- No-cost:$0 required txtbk cost,3,1,1,,,,,E-Core
EC3,SOCI,1101,81G,26961,INTRODUCTION TO SOCIOLOGY,- No-cost:$0 required txtbk cost,3,1,1,,,,,E-Core
EC3,SOCI,1101,82G,27660,INTRODUCTION TO SOCIOLOGY,- No-cost:$0 required txtbk cost,3,1,1,,,,,E-Core
EC3,SOCI,1101,83G,27266,INTRODUCTION TO SOCIOLOGY,- No-cost:$0 required txtbk cost,3,1,1,,,,,E-Core
EC3,SOCI,1101,84G,27529,INTRODUCTION TO SOCIOLOGY,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
EC3,SOCI,1101,85G,28048,INTRODUCTION TO SOCIOLOGY,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
EC3,SPAN,2001,80G,27530,INTERMEDIATE SPANISH I,- No-cost:$0 required txtbk cost,3,2,2,,,,,E-Core
EC3,SPAN,2002,81G,26097,INTERMEDIATE SPANISH II,,3,0,0,,,,,E-Core
,,,,,,,,,,,,,,
Fall 2018 (201808),,,,,,,,,,,,,,
E-Core,,,,,,,,,,,,,,
"Starts: August 13, 2018 --- Ends: November 28, 2018",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
ECO,ARTS,1100,01G,27650,ART APPRECIATION,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
ECO,ARTS,1100,03G,27651,ART APPRECIATION,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
ECO,ARTS,1100,05G,27930,ART APPRECIATION,,3,0,0,,,,,E-Core
ECO,ARTS,1100,06G,27953,ART APPRECIATION,- No-cost:$0 required txtbk cost,3,1,1,,,,,E-Core
ECO,ARTS,1100,50G,27933,ART APPRECIATION,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
ECO,BIOL,1011K,01G,27631,INTRODUCTION TO BIOLOGY,- No-cost:$0 required txtbk cost,4,0,0,,,,,E-Core
ECO,BIOL,1011K,03G,27632,INTRODUCTION TO BIOLOGY,- No-cost:$0 required txtbk cost,4,0,1,,,,,E-Core
ECO,BIOL,1011K,05G,27633,INTRODUCTION TO BIOLOGY,- No-cost:$0 required txtbk cost,4,0,1,,,,,E-Core
ECO,BIOL,1011K,07G,27702,INTRODUCTION TO BIOLOGY,- No-cost:$0 required txtbk cost,4,0,1,,,,,E-Core
ECO,BIOL,1011K,09G,27731,INTRODUCTION TO BIOLOGY,- No-cost:$0 required txtbk cost,4,0,0,,,,,E-Core
ECO,BIOL,1011K,10G,27946,INTRODUCTION TO BIOLOGY,- No-cost:$0 required txtbk cost,4,0,0,,,,,E-Core
ECO,BIOL,1011K,11G,27980,INTRODUCTION TO BIOLOGY,- No-cost:$0 required txtbk cost,4,0,0,,,,,E-Core
ECO,CHEM,1211K,01G,26006,PRINCIPLE OF CHEMISTRY I,- Hope & Zell Miller STEM Course,4,0,1,,,,,E-Core
,,,,,,- No-cost:$0 required txtbk cost,,,,,,,,
ECO,CHEM,1211K,03G,26134,PRINCIPLE OF CHEMISTRY I,- Hope & Zell Miller STEM Course,4,0,0,,,,,E-Core
,,,,,,- No-cost:$0 required txtbk cost,,,,,,,,
ECO,CHEM,1211K,05G,26693,PRINCIPLE OF CHEMISTRY I,- Hope & Zell Miller STEM Course,4,0,1,,,,,E-Core
,,,,,,- No-cost:$0 required txtbk cost,,,,,,,,
ECO,CHEM,1211K,06G,27931,PRINCIPLE OF CHEMISTRY I,- Hope & Zell Miller STEM Course,4,0,0,,,,,E-Core
,,,,,,- No-cost:$0 required txtbk cost,,,,,,,,
ECO,CHEM,1211K,07G,27942,PRINCIPLE OF CHEMISTRY I,- Hope & Zell Miller STEM Course,4,0,0,,,,,E-Core
,,,,,,- No-cost:$0 required txtbk cost,,,,,,,,
ECO,CHEM,1211K,08G,27981,PRINCIPLE OF CHEMISTRY I,- Hope & Zell Miller STEM Course,4,0,1,,,,,E-Core
,,,,,,- No-cost:$0 required txtbk cost,,,,,,,,
ECO,CHEM,1212K,01G,26008,PRIN CHEMISTRY II,- Hope & Zell Miller STEM Course,4,0,0,,,,,E-Core
,,,,,,- No-cost:$0 required txtbk cost,,,,,,,,
ECO,CHEM,1212K,03G,26009,PRIN CHEMISTRY II,- Hope & Zell Miller STEM Course,4,2,2,,,,,E-Core
,,,,,,- No-cost:$0 required txtbk cost,,,,,,,,
ECO,CHEM,1212K,04G,27909,PRIN CHEMISTRY II,- No-cost:$0 required txtbk cost,4,0,0,,,,,E-Core
ECO,COMM,1100,01G,26010,HUMAN COMMUNICATIONS,- No-cost:$0 required txtbk cost,3,1,1,,,,,E-Core
ECO,COMM,1100,03G,26012,HUMAN COMMUNICATIONS,- No-cost:$0 required txtbk cost,3,2,2,,,,,E-Core
ECO,COMM,1100,05G,26567,HUMAN COMMUNICATIONS,- No-cost:$0 required txtbk cost,3,2,2,,,,,E-Core
ECO,COMM,1100,07G,26011,HUMAN COMMUNICATIONS,- No-cost:$0 required txtbk cost,3,1,1,,,,,E-Core
ECO,COMM,1100,09G,26013,HUMAN COMMUNICATIONS,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
ECO,COMM,1100,10G,27001,HUMAN COMMUNICATIONS,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
ECO,COMM,1100,11G,27431,HUMAN COMMUNICATIONS,- No-cost:$0 required txtbk cost,3,2,2,,,,,E-Core
ECO,COMM,1100,12G,27982,HUMAN COMMUNICATIONS,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
ECO,ENGL,1101,01G,26015,COMPOSITION I,- No-cost:$0 required txtbk cost,3,1,1,,,,,E-Core
ECO,ENGL,1101,03G,26017,COMPOSITION I,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
ECO,ENGL,1101,05G,26019,COMPOSITION I,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
ECO,ENGL,1101,07G,26016,COMPOSITION I,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
ECO,ENGL,1101,09G,26729,COMPOSITION I,- No-cost:$0 required txtbk cost,3,1,1,,,,,E-Core
ECO,ENGL,1101,11G,27476,COMPOSITION I,- No-cost:$0 required txtbk cost,3,1,1,,,,,E-Core
ECO,ENGL,1101,13G,26933,COMPOSITION I,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
ECO,ENGL,1101,14G,27408,COMPOSITION I,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
ECO,ENGL,1101,15G,27975,COMPOSITION I,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
ECO,ENGL,1101,16G,27976,COMPOSITION I,- No-cost:$0 required txtbk cost,3,1,1,,,,,E-Core
ECO,ENGL,1101,17G,28000,COMPOSITION I,- No-cost:$0 required txtbk cost,3,2,2,,,,,E-Core
ECO,ENGL,1102,01G,26021,COMPOSITION II,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
ECO,ENGL,1102,03G,26023,COMPOSITION II,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
ECO,ENGL,1102,05G,26025,COMPOSITION II,- No-cost:$0 required txtbk cost,3,1,1,,,,,E-Core
ECO,ENGL,1102,07G,26105,COMPOSITION II,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
ECO,ENGL,1102,09G,26122,COMPOSITION II,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
ECO,ENGL,1102,11G,26568,COMPOSITION II,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
ECO,ENGL,1102,13G,26106,COMPOSITION II,- No-cost:$0 required txtbk cost,3,1,1,,,,,E-Core
ECO,ENGL,1102,15G,26026,COMPOSITION II,- No-cost:$0 required txtbk cost,3,1,1,,,,,E-Core
ECO,ENGL,1102,16G,26024,COMPOSITION II,- No-cost:$0 required txtbk cost,3,3,3,,,,,E-Core
ECO,ENGL,1102,17G,27460,COMPOSITION II,- No-cost:$0 required txtbk cost,3,2,2,,,,,E-Core
ECO,ENGL,1102,18G,27474,COMPOSITION II,- No-cost:$0 required txtbk cost,3,1,1,,,,,E-Core
ECO,ENGL,1102,19G,27964,COMPOSITION II,- No-cost:$0 required txtbk cost,3,1,1,,,,,E-Core
ECO,ENGL,1102,20G,27965,COMPOSITION II,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
ECO,ENGL,1102,21G,27983,COMPOSITION II,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
ECO,ENGL,1102,22G,27984,COMPOSITION II,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
ECO,ENGL,1102,23G,27996,COMPOSITION II,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
ECO,ENGL,2111,01G,24071,WORLD LITERATURE I,- No-cost:$0 required txtbk cost,3,2,2,,,,,E-Core
ECO,ENGL,2111,03G,24073,WORLD LITERATURE I,- No-cost:$0 required txtbk cost,3,1,1,,,,,E-Core
ECO,ENGL,2111,05G,24075,WORLD LITERATURE I,- No-cost:$0 required txtbk cost,3,2,2,,,,,E-Core
ECO,ENGL,2111,07G,26331,WORLD LITERATURE I,- No-cost:$0 required txtbk cost,3,2,2,,,,,E-Core
ECO,ENGL,2111,09G,26732,WORLD LITERATURE I,- No-cost:$0 required txtbk cost,3,4,4,,,,,E-Core
ECO,ENGL,2111,10G,27941,WORLD LITERATURE,- No-cost:$0 required txtbk cost,3,1,1,,,,,E-Core
ECO,ENGL,2111,11G,27477,WORLD LITERATURE I,- No-cost:$0 required txtbk cost,3,2,2,,,,,E-Core
ECO,ENGL,2111,12G,27943,WORLD LITERATURE I,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
ECO,ENGL,2111,13G,27966,WORLD LITERATURE I,- No-cost:$0 required txtbk cost,3,1,1,,,,,E-Core
ECO,ENGL,2112,01G,27006,WORLD LITERATURE II,- No-cost:$0 required txtbk cost,3,2,2,,,,,E-Core
ECO,ENGL,2112,03G,27007,WORLD LITERATURE II,- No-cost:$0 required txtbk cost,3,1,1,,,,,E-Core
ECO,ENGL,2131,01G,27014,AMERICAN LITERATURE I,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
ECO,ENGL,2131,03G,27015,AMERICAN LITERATURE I,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
ECO,ENGL,2131,05G,27016,AMERICAN LITERATURE I,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
ECO,ENGL,2131,06G,27520,AMERICAN LITERATURE I,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
ECO,ENGL,2131,07G,27937,AMERICAN LITERATURE I,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
ECO,ENGL,2132,01G,26332,AMERICAN LITERATURE II,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
ECO,ENGL,2132,03G,27910,SURVEY AMER LITERATURE II,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
ECO,ENVS,2202,01G,26343,ENVIRONMENTAL SCIENCE,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
ECO,ENVS,2202,03G,26739,ENVIRONMENTAL SCIENCE,- No-cost:$0 required txtbk cost,3,0,0,,,,,E-Core
